code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,myProfit,label1
600122,宏图高科,其他商业,江苏,17.93,11.54,11.54,2253444.5,1594238.5,75567.2,211313.72,1.83,0.404,7.5,1.29,19980420,294360.59,2.55,-6.22,56.49,8.83,3.31,73471.0,9.25,9.52,9.51,9.24,101617.67,0.21,2.26,9.312,9.415,9.693,90747.6,89745.99,90240.29,0.88,-0.04,False
600732,ST新梅,区域地产,上海,39.85,4.46,4.46,53741.16,23637.2,429.37,1219.71,0.03,0.149,1.02,7.78,19960816,-3204.53,-0.07,-50.22,283.0,14.45,296.11,22282.0,7.96,8.16,8.11,7.94,32707.0,0.15,1.88,7.978,8.298,8.35,47602.56,65555.27,76454.47,0.73,-0.04,False
002431,棕榈股份,建筑施工,广东,53.81,9.4,14.87,1488382.38,1019772.13,68053.71,232544.7,1.56,0.13,3.62,2.4,20100610,139306.38,0.94,33.31,112.14,20.27,5.08,119008.0,8.65,8.76,8.72,8.64,98886.93,0.08,0.93,8.642,8.894,9.215,153747.99,172745.08,171314.51,1.05,-0.04,False
603168,莎普爱思,化学制药,浙江,23.82,2.29,2.48,185063.06,92025.99,50415.3,70312.6,2.83,0.564,6.69,2.68,20140702,61553.78,2.48,-3.49,-32.53,76.41,19.91,24472.0,23.98,24.25,24.17,23.85,16396.06,-0.01,-0.04,24.444,24.422,23.851,27467.15,34152.33,24320.27,0.72,-0.04,False
300202,聚龙股份,专用机械,辽宁,172.32,4.21,5.5,248627.41,190182.69,31559.73,9757.1,0.18,0.079,3.15,5.75,20110415,95915.5,1.75,-15.58,-64.45,44.15,11.09,13970.0,17.27,17.29,17.14,17.07,24738.52,-0.05,-0.29,17.556,17.953,18.226,26757.99,28893.06,38367.59,0.59,-0.04,False
002172,澳洋科技,化纤,江苏,19.89,5.59,7.35,530290.19,272128.06,179407.94,95108.75,1.29,0.23,1.93,3.18,20070921,-7533.22,-0.1,15.7,-15.04,12.22,4.24,46799.0,6.12,6.26,6.25,6.12,23548.01,0.08,1.3,6.348,6.553,6.867,26735.7,30969.65,26171.92,0.41,-0.04,False
002255,海陆重工,专用机械,江苏,45.14,4.87,6.21,385131.25,236523.88,59571.86,87447.31,1.41,0.117,3.84,1.83,20080625,80181.68,1.29,22.76,41.23,23.19,9.2,47901.0,7.2,7.29,7.29,7.16,18149.86,0.06,0.83,7.3,7.464,7.623,18845.1,28931.13,42942.58,0.37,-0.04,False
002467,二六三,电信运营,北京,71.31,6.57,7.84,235424.41,99582.3,17700.76,82068.07,1.05,0.081,2.34,3.28,20100908,9986.23,0.13,1.84,-33.39,64.62,10.12,91357.0,7.63,7.83,7.83,7.62,112850.46,0.2,2.62,7.786,8.149,8.755,134876.97,250600.59,314639.57,1.72,-0.04,False
002256,兆新股份,染料涂料,深圳,65.87,12.53,18.82,355327.16,139740.27,150783.44,2895.4,0.02,0.048,1.18,3.61,20080625,26305.94,0.14,-10.11,0.15,40.15,20.94,99149.0,4.46,4.51,4.49,4.43,46841.79,0.03,0.67,4.574,4.652,4.756,65992.39,95386.86,149165.13,0.37,-0.04,False
002406,远东传动,汽车配件,河南,25.45,3.91,5.61,266297.13,158614.13,72884.42,89304.5,1.59,0.214,4.06,1.79,20100518,72535.35,1.29,46.51,43.22,31.64,11.59,53925.0,7.12,7.28,7.24,7.11,24928.86,0.12,1.69,7.192,7.348,7.626,28335.66,29266.67,33488.2,0.64,-0.04,False
002689,远大智能,运输设备,辽宁,116.24,9.42,9.48,253675.3,159069.0,50027.55,12103.7,0.13,0.039,1.55,3.85,20120717,32842.55,0.35,1.78,3.07,32.56,4.28,64298.0,6.04,6.35,6.29,6.04,82645.32,0.25,4.14,6.234,6.274,6.183,95582.43,131199.61,80107.1,0.88,-0.04,False
600429,三元股份,乳制品,北京,57.22,8.85,14.98,783433.69,388873.06,242771.55,331037.34,2.21,0.082,3.25,1.94,20030915,-4298.99,-0.03,8.23,-41.21,31.3,2.63,32773.0,6.26,6.32,6.28,6.22,16070.0,0.01,0.16,6.328,6.411,6.574,21717.71,29232.7,32852.43,0.18,-0.04,False
300005,探路者,服饰,北京,47.57,6.44,8.91,357430.69,250742.22,27361.58,96810.4,1.09,0.091,3.04,1.9,20091030,69198.27,0.78,15.0,-19.06,21.14,4.15,44588.0,5.84,5.93,5.92,5.84,40935.17,0.08,1.37,5.894,6.107,6.423,77438.67,84870.35,67774.85,0.64,-0.04,False
300039,上海凯宝,中成药,上海,19.08,8.01,10.71,269418.25,208313.56,33863.5,-2216.7,-0.02,0.247,2.2,2.85,20100108,111899.55,1.04,5.02,1.76,81.37,21.1,39531.0,6.45,6.56,6.56,6.45,30272.44,0.09,1.39,6.496,6.595,6.778,38583.01,42146.73,42440.13,0.38,-0.04,False
600461,洪城水业,水务,江西,17.81,5.94,7.9,782160.63,187292.52,204571.5,134533.88,1.7,0.264,3.98,1.58,20040601,87202.71,1.1,9.92,-8.6,24.94,8.68,26084.0,6.41,6.43,6.39,6.29,47321.46,-0.04,-0.62,6.428,6.352,6.379,59247.14,44117.82,44921.36,0.8,-0.04,False
300179,四方达,矿物制品,河南,33.44,3.25,4.77,96830.4,50528.09,16995.92,5740.25,0.12,0.136,1.69,3.58,20110215,24865.64,0.52,120.62,354.25,51.0,27.94,34095.0,6.11,6.22,6.19,6.1,15399.0,0.07,1.14,6.154,6.293,6.479,23610.35,25273.5,30210.33,0.47,-0.04,False
002397,梦洁股份,纺织,湖南,53.28,4.24,6.86,291081.38,179029.36,69683.28,25918.77,0.38,0.105,2.13,3.5,20100429,42177.8,0.61,42.08,26.43,47.01,6.05,43304.0,5.9,6.0,6.0,5.9,13076.0,0.06,1.01,6.042,6.295,6.569,33430.73,25653.66,26290.14,0.31,-0.04,False
300253,卫宁健康,软件服务,上海,63.87,11.44,16.0,348628.31,156054.09,38529.87,35124.05,0.22,0.083,1.55,4.59,20110818,63370.26,0.4,17.96,-70.89,50.98,19.39,65884.0,6.92,7.1,7.05,6.92,76877.03,0.14,2.03,6.97,7.07,7.234,77714.49,93990.56,109703.52,0.67,-0.04,False
002506,协鑫集成,电气设备,上海,359.69,25.24,50.46,2048413.25,1733832.38,169411.7,263742.13,0.52,0.01,0.83,5.53,20101118,-356180.53,-0.71,0.35,-76.87,12.15,0.51,179595.0,3.95,4.02,4.0,3.95,96197.13,0.02,0.5,3.93,3.911,4.002,161654.78,156778.35,139374.35,0.38,-0.04,False
600589,广东榕泰,塑料,广东,33.82,6.27,7.05,562339.38,292341.59,70763.15,129970.5,1.84,0.139,4.3,1.45,20010612,88831.31,1.26,10.05,23.41,26.43,9.41,41301.0,6.27,6.3,6.29,6.22,20488.01,0.03,0.48,6.366,6.49,6.644,24059.66,30081.48,31181.17,0.33,-0.04,False
300058,蓝色光标,广告包装,北京,38.31,15.7,22.13,1811730.25,936733.88,12545.46,372544.78,1.68,0.126,3.2,2.01,20100226,185721.31,0.84,26.89,-41.97,19.59,2.66,73766.0,6.96,7.11,7.06,6.96,76121.35,0.09,1.29,7.052,7.091,7.08,85065.7,115503.04,112395.46,0.48,-0.04,False
000690,宝新能源,火力发电,广东,40.02,20.39,21.76,1640120.13,380454.34,374233.22,294912.66,1.36,0.147,3.9,2.01,19970128,277337.97,1.27,-25.7,-42.52,25.26,17.68,101082.0,8.15,8.2,8.15,8.07,110845.38,0.02,0.25,8.01,7.939,7.83,134294.74,128411.41,129330.2,0.54,-0.04,False
300206,理邦仪器,医疗保健,深圳,56.32,3.44,5.85,144598.27,78608.42,44777.65,43642.71,0.75,0.115,2.14,4.04,20110421,19484.6,0.33,25.08,506.4,56.0,10.69,19960.0,8.4,8.54,8.54,8.4,14619.5,0.1,1.19,8.496,8.778,9.038,21521.68,32136.08,35501.27,0.43,-0.04,False
002681,奋达科技,家用电器,深圳,45.04,6.13,14.8,903627.63,351286.03,85347.86,328699.59,2.22,0.22,4.04,2.79,20120605,121071.05,0.82,29.44,15.65,29.05,15.51,48278.0,11.09,11.27,11.24,11.09,20289.68,0.14,1.26,11.316,11.602,12.043,25406.81,36028.49,43963.91,0.33,-0.04,False
600613,神奇制药,中成药,上海,41.76,4.79,5.34,319718.56,202957.02,38294.0,96933.85,1.81,0.151,4.54,1.85,19920820,81551.43,1.53,16.67,-17.81,58.83,7.02,43007.0,8.87,8.97,8.96,8.83,12093.2,0.09,1.01,9.0,9.296,9.684,15123.73,19367.19,20615.02,0.25,-0.04,False
002370,亚太药业,化学制药,浙江,39.56,4.08,5.36,258753.22,135580.06,22767.52,130695.61,2.44,0.281,4.3,3.44,20100316,41876.25,0.78,39.03,76.01,41.82,18.26,8438.0,14.15,14.18,14.12,14.0,8181.02,-0.04,-0.28,14.234,14.19,14.348,9358.96,10607.24,10387.79,0.2,-0.04,False
002484,江海股份,元器件,江苏,38.44,7.61,8.15,362552.28,263005.72,60721.73,137956.3,1.69,0.18,3.75,2.46,20100929,72958.28,0.9,30.85,46.7,25.73,12.76,19917.0,9.36,9.49,9.46,9.35,18069.16,0.1,1.07,9.54,9.799,9.888,31729.12,38367.07,48020.27,0.24,-0.04,False
000531,穗恒运Ａ,火力发电,广东,28.66,6.85,6.85,886748.0,218801.77,308517.44,89725.56,1.31,0.217,5.65,1.47,19940106,195674.97,2.86,22.14,-65.6,20.18,6.68,31512.0,8.38,8.55,8.42,8.33,20085.0,0.06,0.72,8.436,8.549,8.706,29918.42,49889.68,75344.99,0.29,-0.04,False
601811,新华文轩,出版业,四川,18.73,1.99,12.34,1235314.38,636203.56,130483.11,257228.84,2.08,0.548,6.41,2.13,20160808,220256.97,1.79,15.22,40.42,34.58,13.48,34031.0,13.19,13.43,13.4,13.18,11735.58,0.12,0.9,13.274,13.489,13.908,12803.56,14713.06,16543.52,0.59,-0.04,False
603007,花王股份,建筑施工,江苏,40.89,1.94,3.33,196688.38,106561.3,1421.4,17762.3,0.53,0.24,2.69,4.86,20160826,34307.06,1.03,49.0,29.21,23.43,12.98,27652.0,13.6,13.82,13.79,13.56,15926.0,0.06,0.44,13.696,14.146,15.229,21533.1,24102.78,27085.11,0.82,-0.04,False
000813,德展健康,化学制药,新疆,24.28,10.81,22.41,457769.19,392299.59,30516.31,71024.11,0.32,0.283,1.96,4.68,19980519,270534.25,1.21,29.09,21.85,87.69,46.51,22901.0,9.11,9.55,9.31,9.1,107390.36,0.01,0.11,9.198,8.978,8.648,145499.3,121230.69,122415.91,1.11,-0.04,False
002765,蓝黛传动,汽车配件,重庆,38.71,1.62,4.29,233581.72,128021.85,56698.61,48393.14,1.13,0.18,2.67,3.38,20150612,28411.55,0.66,1.82,-6.62,25.31,9.36,25785.0,9.24,9.27,9.2,9.04,25971.25,-0.05,-0.54,9.172,9.18,9.705,21197.65,23128.14,26845.9,1.6,-0.04,False
603198,迎驾贡酒,白酒,安徽,24.39,1.66,8.0,520922.59,357310.19,129500.92,126300.05,1.58,0.535,4.86,3.58,20150528,159041.36,1.99,2.11,-9.67,60.03,19.58,44235.0,17.22,17.43,17.32,17.18,14614.0,0.08,0.46,17.414,17.833,18.24,20027.13,32904.27,35874.92,0.88,-0.04,False
000023,深天地Ａ,其他建材,深圳,69.02,1.39,1.39,185730.52,166439.91,13738.07,10253.23,0.74,0.244,3.0,7.49,19930429,12540.66,0.9,19.12,309.41,11.13,3.92,11983.0,22.9,23.08,22.99,22.72,2295.0,0.09,0.39,22.868,22.742,22.966,4978.22,5723.95,7551.62,0.17,-0.05,False
002832,比音勒芬,服饰,广东,33.5,0.27,1.07,170147.77,153097.11,482.2,63093.65,5.91,1.287,13.12,4.38,20161223,60748.86,5.7,25.13,30.48,65.0,18.11,7945.0,62.0,62.75,62.49,61.46,2420.87,0.49,0.79,61.132,60.882,60.438,3202.92,3374.6,4741.24,0.91,-0.05,False
300571,平治信息,互联网,浙江,45.64,0.35,0.8,61515.44,44847.46,189.66,5034.55,0.63,0.767,3.77,12.38,20161213,16188.2,2.02,122.28,72.67,21.22,9.35,7837.0,44.92,46.56,46.54,44.72,11554.94,1.56,3.47,47.182,50.057,55.791,10168.01,13502.8,19454.17,5.78,-0.05,False
600038,中直股份,航空,黑龙江,76.46,5.89,5.89,2123316.75,1783814.25,229957.97,423271.94,7.18,0.46,11.91,3.94,20001218,172446.5,2.93,-5.52,-10.63,11.71,3.48,39446.0,43.73,44.52,44.5,43.73,32438.59,0.65,1.48,44.406,44.646,45.136,51987.84,52027.23,54215.83,0.83,-0.05,False
002245,澳洋顺昌,仓储物流,江苏,31.38,9.09,9.87,631462.5,355594.22,120567.17,26053.42,0.26,0.26,2.28,4.78,20080605,92429.56,0.94,105.18,66.77,23.53,10.28,75838.0,9.74,10.38,10.3,9.65,438634.88,0.51,5.21,10.09,9.874,9.799,545500.22,364124.08,288508.22,4.82,-0.05,False
300114,中航电测,元器件,陕西,46.6,5.91,5.91,212302.27,145105.59,44062.94,19477.76,0.33,0.174,2.41,4.5,20100827,49058.48,0.83,20.56,21.34,35.29,11.43,14288.0,10.65,10.76,10.75,10.56,7104.25,0.09,0.84,10.792,10.978,11.408,13313.5,14371.66,15046.97,0.16,-0.05,False
600548,深高速,路桥,深圳,12.05,14.33,21.81,3631938.0,468649.06,99190.96,215085.45,0.99,0.555,6.15,1.45,20011225,614802.94,2.82,6.0,27.91,52.79,35.93,21099.0,9.29,9.43,9.35,9.25,16794.94,0.01,0.11,9.362,9.373,9.477,15970.88,15567.81,22731.38,0.12,-0.05,False
002705,新宝股份,家用电器,广东,23.46,2.13,8.13,671111.5,454281.81,167848.66,122722.15,1.51,0.42,4.49,2.84,20140121,139583.05,1.72,18.69,1.41,20.11,5.37,17638.0,11.4,11.79,11.7,11.33,22579.9,0.19,1.65,11.854,12.041,12.33,49078.08,33984.31,32954.24,1.06,-0.05,False
000413,东旭光电,元器件,河北,37.29,40.95,53.25,4869413.0,3477729.5,899441.81,1520815.5,2.86,0.21,4.64,2.07,19960925,256585.77,0.48,84.64,27.97,24.54,13.04,386459.0,9.48,9.55,9.45,9.38,564951.94,0.16,1.72,9.464,9.844,10.21,584472.0,682543.53,734629.0,1.38,-0.05,False
000430,张家界,旅游景点,湖南,37.4,2.58,4.05,237347.3,30264.22,61482.23,85254.4,2.11,0.2,3.85,2.26,19960829,26352.68,0.65,-6.57,-26.78,38.61,16.57,26597.0,8.89,8.96,8.95,8.89,4689.0,0.07,0.79,8.948,9.143,9.397,7827.67,10109.82,13255.82,0.22,-0.05,False
002395,双象股份,塑料,江苏,196.52,1.79,1.79,132373.38,83080.96,27304.26,42731.48,2.39,0.048,4.65,2.72,20100429,19454.82,1.09,21.04,-64.31,9.8,0.95,20867.0,12.64,12.93,12.88,12.64,6261.32,0.08,0.62,12.942,13.26,13.764,6605.56,12507.0,12272.7,0.35,-0.05,False
600372,中航电子,航空,北京,86.55,17.59,17.59,1830837.0,1311399.5,292913.25,129731.4,0.74,0.125,3.53,4.11,20010706,273968.75,1.56,4.61,-0.52,32.15,5.47,53159.0,14.22,14.33,14.29,14.16,15383.47,0.14,0.99,14.354,14.407,14.894,33465.08,37577.93,34129.63,0.09,-0.05,False
300460,惠伦晶体,元器件,广东,145.98,0.96,1.68,118328.5,46735.98,44093.1,25689.24,1.53,0.069,3.99,3.37,20150515,22042.13,1.31,-2.98,-25.58,18.56,4.56,16624.0,13.69,14.0,13.94,13.65,4701.0,0.25,1.83,14.048,14.45,15.047,4668.24,5685.68,6532.46,0.49,-0.05,False
002455,百川股份,化工原料,江苏,43.55,3.16,5.17,253736.05,144990.63,78775.65,41852.4,0.81,0.19,2.53,3.91,20100803,34008.4,0.66,17.94,42.13,12.6,5.14,26247.0,9.7,9.84,9.65,9.36,51792.15,-0.06,-0.62,9.64,10.224,11.336,57455.77,63253.85,59810.24,1.64,-0.05,False
000919,金陵药业,化学制药,江苏,23.62,5.03,5.04,397596.31,258236.45,94308.18,46282.55,0.92,0.284,5.15,1.74,19991118,128868.25,2.56,-7.06,-6.7,21.11,5.8,29837.0,8.89,9.02,9.01,8.89,23756.11,0.13,1.46,9.006,9.24,9.602,22372.66,26662.18,27362.63,0.47,-0.05,False
002111,威海广泰,航空,山东,27.36,2.85,3.82,447148.19,280316.09,77297.72,147342.52,3.86,0.417,7.21,2.11,20070126,79784.03,2.09,21.78,21.53,34.67,12.53,29698.0,15.48,16.09,15.89,15.37,19491.06,0.43,2.78,15.598,15.903,16.336,14229.45,16878.79,17032.95,0.68,-0.05,False
600277,亿利洁能,新型电力,内蒙,47.0,20.9,27.39,2824102.5,1337334.38,587780.88,978946.31,3.57,0.103,5.17,1.25,20000725,134514.77,0.49,76.63,29.58,9.76,2.38,72174.0,5.74,5.84,5.8,5.68,87604.35,0.06,1.04,5.76,5.982,6.228,129725.54,109372.28,100525.67,0.42,-0.05,False
600360,华微电子,半导体,吉林,83.82,7.38,7.38,375349.19,222572.16,107664.76,50266.71,0.68,0.075,2.81,3.0,20010316,73458.5,0.99,16.68,46.55,21.44,4.96,76484.0,7.03,7.37,7.35,7.03,171625.59,0.3,4.25,7.35,7.561,7.8,219343.83,235327.34,247022.53,2.32,-0.05,False
600879,航天电子,航空,湖北,52.76,21.39,27.19,2256563.25,1705864.75,378503.75,477493.06,1.76,0.116,4.11,1.98,19951115,348076.0,1.28,8.2,10.46,16.74,3.85,179952.0,7.81,7.97,7.95,7.8,122856.6,0.13,1.66,7.932,7.936,8.047,262521.03,241614.12,231135.09,0.57,-0.05,False
000739,普洛药业,化学制药,浙江,34.15,11.47,11.79,566262.5,281309.56,204276.27,22351.17,0.19,0.14,2.37,2.66,19970509,125686.21,1.07,15.75,-5.5,28.38,4.1,54627.0,6.64,6.75,6.71,6.61,23075.68,0.05,0.75,6.648,6.744,6.899,31925.01,32492.04,38139.54,0.2,-0.05,False
002348,高乐股份,文教休闲,广东,100.36,7.39,9.47,136293.22,53266.65,62697.28,990.65,0.01,0.044,1.33,4.4,20100203,24075.77,0.25,30.79,9.59,26.2,9.04,31840.0,6.28,6.46,6.36,6.28,42970.16,0.07,1.11,6.502,6.678,6.638,43287.19,68883.73,69683.08,0.58,-0.05,False
600023,浙能电力,火力发电,浙江,14.55,136.01,136.01,10709195.0,2412347.0,5347422.0,2383076.75,1.75,0.277,4.38,1.23,20131219,1702840.0,1.25,31.01,-35.42,12.48,10.04,218605.0,5.43,5.43,5.37,5.36,195957.08,-0.07,-1.29,5.424,5.402,5.383,175924.94,201477.8,170870.15,0.14,-0.05,False
002687,乔治白,服饰,浙江,38.75,3.19,3.55,136680.2,64897.92,51680.75,36338.87,1.02,0.131,2.79,2.43,20120713,19871.05,0.56,5.49,5.13,45.3,8.54,17373.0,7.21,7.3,7.29,7.12,80253.68,0.09,1.25,7.252,7.481,7.69,109665.4,146696.38,187934.83,2.51,-0.05,False
002266,浙富控股,电气设备,浙江,84.36,16.1,19.79,716002.56,232896.25,54539.38,12551.13,0.06,0.039,1.52,2.89,20080806,78462.18,0.4,8.25,53.08,23.57,9.55,146670.0,4.4,4.55,4.44,4.39,227451.09,0.03,0.68,4.388,4.407,4.495,130504.07,115508.97,92358.42,1.41,-0.05,False
000949,新乡化纤,化纤,河南,68.07,12.2,12.58,665619.25,228569.13,299645.25,169223.42,1.35,0.048,2.85,1.53,19991021,43764.21,0.35,10.25,-44.74,12.6,2.02,59246.0,4.09,4.18,4.16,4.06,55639.37,0.07,1.71,4.012,3.991,4.106,52246.19,54038.5,46776.75,0.46,-0.05,False
002325,洪涛股份,装修装饰,深圳,34.77,9.13,12.5,1034033.81,775211.63,55823.41,88996.15,0.71,0.11,2.9,1.74,20091222,138429.8,1.11,-4.8,-35.44,20.93,5.33,66499.0,5.05,5.13,5.12,5.03,60221.5,0.07,1.39,5.076,5.222,5.458,67054.96,78555.11,77909.65,0.66,-0.05,False
601519,*ST智慧,软件服务,上海,16.49,19.88,19.88,197639.05,87044.99,3018.25,114406.56,0.58,0.224,0.69,7.12,20110128,-180965.8,-0.91,-8.21,161.7,56.95,94.0,136427.0,4.66,4.74,4.72,4.65,34045.66,0.04,0.85,4.718,4.809,5.008,49438.7,60782.56,69111.43,0.17,-0.05,False
600575,皖江物流,水运,安徽,38.44,31.25,38.86,1748220.63,362419.38,1047239.13,500364.25,1.29,0.079,2.17,1.86,20030328,-78186.22,-0.2,51.66,-23.17,13.62,4.46,34752.0,4.09,4.25,4.16,4.06,200626.0,0.07,1.71,4.09,4.131,4.155,107280.0,118227.28,109755.03,0.64,-0.05,False
300390,天华超净,电脑设备,江苏,81.32,1.54,3.45,101858.18,43705.53,25445.63,28065.24,0.81,0.066,2.39,2.99,20140731,17898.45,0.52,28.8,15.39,20.95,4.3,16371.0,7.16,7.33,7.33,7.16,35707.06,0.1,1.38,7.352,7.831,8.038,51519.17,127197.94,80500.01,2.33,-0.05,False
600175,美都能源,综合类,浙江,502.65,24.51,35.76,1844177.25,741704.44,25944.85,648504.69,1.81,0.008,3.02,1.69,19990408,59489.63,0.17,27.9,-66.61,7.89,0.55,82152.0,5.29,5.32,5.27,5.21,138544.42,0.02,0.38,5.268,5.273,5.554,150040.22,207849.83,313950.6,0.57,-0.05,False
600008,首创股份,环境保护,北京,45.2,48.21,48.21,4730455.5,983300.38,478623.56,60758.82,0.13,0.088,1.64,3.23,20000427,193966.5,0.4,33.67,7.75,32.99,6.7,294730.0,5.47,5.62,5.51,5.41,482714.75,0.07,1.29,5.376,5.351,5.515,619363.52,484801.29,438615.63,1.0,-0.05,False
002492,恒基达鑫,仓储物流,广东,45.84,3.53,4.05,150846.84,47505.85,75686.15,41984.12,1.04,0.12,2.94,2.5,20101102,32469.95,0.8,2.34,94.5,45.72,29.97,29589.0,7.2,7.39,7.33,7.16,33923.08,0.12,1.66,7.29,7.527,7.958,33933.87,38225.74,43974.22,0.96,-0.05,False
300155,安居宝,元器件,广东,408.28,2.78,5.43,151201.44,97795.93,29457.94,35724.53,0.66,0.011,2.09,2.86,20110107,18253.15,0.34,3.21,-55.31,35.36,1.09,30000.0,6.19,6.27,6.26,6.19,18812.53,0.08,1.29,6.324,6.496,6.674,23723.1,30840.85,26922.97,0.68,-0.05,False
600873,梅花生物,食品,西藏,18.17,31.08,31.08,1763752.75,526101.81,1003638.0,224245.16,0.72,0.224,2.84,1.91,19950217,311344.03,1.0,0.16,4.63,24.43,8.76,171980.0,5.66,5.69,5.67,5.61,135700.69,0.01,0.18,5.706,5.737,5.778,169450.97,227282.74,226851.34,0.44,-0.05,False
000415,渤海金控,多元金融,新疆,14.29,31.16,61.85,31088822.0,5765114.0,18376382.0,1722281.25,2.78,0.303,5.05,1.14,19960716,717891.13,1.16,61.4,30.09,38.62,6.65,103831.0,5.91,5.95,5.92,5.87,162497.45,0.01,0.17,5.99,6.137,6.28,179678.97,165810.98,156113.99,0.52,-0.05,False
000601,韶能股份,水力发电,广东,13.43,10.8,10.81,956335.88,200822.56,695088.31,158531.94,1.47,0.402,4.11,1.75,19960830,121783.31,1.13,9.32,-5.22,32.13,16.0,70000.0,7.42,7.52,7.47,7.4,33012.13,0.03,0.4,7.44,7.539,7.812,35297.77,37094.2,52478.58,0.31,-0.05,False
300489,中飞股份,铝,黑龙江,112.57,0.48,0.91,65911.45,22435.24,35651.48,18809.15,2.07,0.139,5.14,4.05,20150701,16908.84,1.86,24.29,-33.63,27.79,10.51,12127.0,21.02,21.56,21.55,21.02,3504.88,0.37,1.75,21.324,21.667,22.464,4442.79,6489.37,9287.73,0.73,-0.05,False
002273,水晶光电,元器件,浙江,47.33,6.15,6.64,375162.72,157117.38,114569.26,147370.38,2.22,0.41,4.7,5.47,20080919,97524.27,1.47,33.41,59.41,31.84,17.82,49332.0,25.6,26.51,26.12,25.6,96000.58,0.37,1.44,26.134,27.423,27.98,149359.39,178310.89,203350.06,1.57,-0.05,False
300307,慈星股份,纺织机械,浙江,25.34,7.93,8.02,522706.25,319500.03,53452.42,192787.59,2.4,0.254,5.02,1.71,20120329,107293.6,1.34,33.11,67.1,40.01,19.26,46345.0,8.71,8.82,8.82,8.69,25041.0,0.15,1.73,8.734,8.901,9.219,25233.39,33833.39,40360.78,0.32,-0.05,False
600386,北巴传媒,公共交通,北京,39.65,8.06,8.06,355628.66,219249.05,67102.4,24376.73,0.3,0.1,2.23,2.38,20010216,52192.51,0.65,16.68,-9.75,17.93,2.8,34650.0,5.63,5.69,5.67,5.6,23914.91,0.05,0.89,5.706,5.84,6.006,26298.53,31788.31,33066.05,0.3,-0.05,False
300239,东宝生物,生物制药,内蒙,118.72,4.45,4.61,87893.15,28125.71,48940.4,15226.87,0.33,0.034,1.57,3.41,20110706,8641.71,0.19,6.04,19.43,21.27,6.42,25380.0,5.41,5.48,5.47,5.4,18579.7,0.05,0.92,5.444,5.564,5.826,20463.06,25777.72,27571.73,0.42,-0.05,False
600543,莫高股份,红黄药酒,甘肃,93.97,3.21,3.21,128907.88,44908.65,74915.96,46593.48,1.45,0.077,3.5,2.74,20040324,23188.51,0.72,2.59,13.84,60.67,16.38,20614.0,9.25,9.4,9.35,9.21,9377.81,0.05,0.54,9.36,9.764,10.403,16595.38,16500.51,21527.18,0.29,-0.05,False
000625,长安汽车,汽车整车,重庆,7.89,37.61,48.03,10437897.0,6218786.0,1613902.75,511049.41,1.06,1.21,9.65,1.32,19970610,3385743.5,7.05,-4.06,-24.92,11.78,11.3,164000.0,13.25,13.3,13.21,13.11,110757.6,-0.09,-0.68,13.228,13.21,13.331,160171.75,178605.17,201313.58,0.29,-0.05,False
300073,当升科技,矿物制品,北京,38.38,3.33,3.66,282849.97,172226.69,31702.99,79090.28,2.16,0.501,4.3,5.96,20100427,32226.2,0.88,58.2,192.32,17.38,12.77,58736.0,25.63,26.19,26.19,24.81,93400.01,0.73,2.87,26.738,27.273,28.529,91614.97,107043.38,120566.19,2.8,-0.05,False
002150,通润装备,机械基件,江苏,29.46,2.74,2.74,139827.73,106345.13,25060.24,40922.46,1.49,0.234,3.99,2.31,20070810,34524.48,1.26,27.85,-1.4,25.92,7.19,15242.0,9.23,9.38,9.34,9.23,9855.07,0.12,1.3,9.398,9.616,10.19,16701.21,15620.5,14231.69,0.36,-0.05,False
300199,翰宇药业,化学制药,深圳,49.33,5.63,9.35,480685.69,215042.88,81437.53,179603.19,1.92,0.251,4.01,4.11,20110407,109560.65,1.17,16.21,1.84,81.2,32.8,24121.0,15.7,15.9,15.86,15.65,43492.6,0.2,1.28,15.594,15.371,15.337,47693.6,51166.64,53534.67,0.77,-0.05,False
000534,万泽股份,区域地产,广东,384.69,4.91,4.92,225914.92,175996.77,13021.05,39697.0,0.81,0.027,2.8,4.87,19940110,35740.15,0.73,670.85,-80.94,47.64,5.42,18827.0,14.13,14.29,14.15,14.13,7309.88,-0.05,-0.35,14.318,14.522,14.671,7704.1,10440.29,12395.31,0.15,-0.05,False
002283,天润曲轴,汽车配件,山东,21.33,11.24,11.25,597797.69,270373.5,252858.3,133249.06,1.18,0.201,3.36,1.71,20090821,121116.77,1.08,84.26,82.1,25.8,10.35,57054.0,5.78,5.88,5.86,5.78,42070.3,0.08,1.38,5.892,6.042,6.258,58817.42,59172.66,67134.41,0.37,-0.05,False
002425,凯撒文化,互联网,广东,31.33,7.52,8.14,444563.06,111429.2,1023.42,214373.2,2.63,0.186,4.36,1.79,20100608,54111.03,0.66,35.18,71.04,67.0,33.05,24922.0,8.32,8.32,8.3,8.23,20082.8,0.02,0.24,8.254,8.261,8.388,36390.56,41980.2,51155.85,0.27,-0.05,False
